text,label,Preprocessed
"So you don't have -- even though there may be more inflation out in the market, the PPI is getting closer to reality at least.",0,"[""n't"", 'even', 'though', 'may', 'inflation', 'market', 'ppi', 'getting', 'closer', 'reality', 'least']"
The cumulative CO2 emission reduction per unit of measure compared to 2010 reached 14% at the end of 2015.,1,"['cumulative', 'co2', 'emission', 'reduction', 'per', 'unit', 'measure', 'compared', '2010', 'reached', '14', 'end', '2015']"
We saw that because restriction in cash withdrawal from banks and from ATMs were instituted as the government tried to catch up with the demand for cash with the new notes that they were printing.,0,"['saw', 'restriction', 'cash', 'withdrawal', 'bank', 'atm', 'instituted', 'government', 'tried', 'catch', 'demand', 'cash', 'new', 'note', 'printing']"
NIB reports on the impact of the projects that are financed by the proceeds of NIB Environmental Bonds on an annual basis.,0,"['nib', 'report', 'impact', 'project', 'financed', 'proceeds', 'nib', 'environmental', 'bond', 'annual', 'basis']"
"However, following on from our work with the universities, we will be testing bio-based and recycled plastic films for secondary and tertiary packaging in several markets during 2020.",1,"['however', 'following', 'work', 'university', 'testing', 'bio-based', 'recycled', 'plastic', 'film', 'secondary', 'tertiary', 'packaging', 'several', 'market', '2020']"
"But truly, when you look at Justice, you've got to look at it for two years.",0,"['truly', 'look', 'justice', 'got', 'look', 'two', 'year']"
"For many years to come oil and gas features in the energy mix in the IPCC’s suite of Paris-consistent scenarios, albeit progressively decarbonized and ultimately offset; the exact trajectory for oil and for gas varies from scenario to scenario.",0,"['many', 'year', 'come', 'oil', 'gas', 'feature', 'energy', 'mix', 'ipcc', 'suite', 'paris-consistent', 'scenario', 'albeit', 'progressively', 'decarbonized', 'ultimately', 'offset', 'exact', 'trajectory', 'oil', 'gas', 'varies', 'scenario', 'scenario']"
"To operate our green CHP plants even more efficiently, we are rolling out a comprehensive digitalisation programme at our power stations, allowing us to further optimise generation and reduce costs.",1,"['operate', 'green', 'chp', 'plant', 'even', 'efficiently', 'rolling', 'comprehensive', 'digitalisation', 'programme', 'power', 'station', 'allowing', 'u', 'optimise', 'generation', 'reduce', 'cost']"
"A number of the cost reductions outside labor relate to, for example, large infrastructure plays are moved to the cloud as we move out of our owned data farms.",0,"['number', 'cost', 'reduction', 'outside', 'labor', 'relate', 'example', 'large', 'infrastructure', 'play', 'moved', 'cloud', 'move', 'owned', 'data', 'farm']"
"Our featured innovations included the washing machine with a synthetic microfiber filtration system that filters microfibers which enter into the oceans and seas, at a rate above 90%;",1,"['featured', 'innovation', 'included', 'washing', 'machine', 'synthetic', 'microfiber', 'filtration', 'system', 'filter', 'microfibers', 'enter', 'ocean', 'sea', 'rate', '90']"
"In connection with our plans to launch flights to London in 2021, we amended our purchase agreement with Airbus in April 2019 to convert 13 Airbus A321neo deliveries into A321 Long Range (“A321LR”) deliveries.",0,"['connection', 'plan', 'launch', 'flight', 'london', '2021', 'amended', 'purchase', 'agreement', 'airbus', 'april', '2019', 'convert', '13', 'airbus', 'a321neo', 'delivery', 'a321', 'long', 'range', 'a321lr', 'delivery']"
Examples of how our safe and sustainable products offer alternatives to fossil materials are shown on the right.,1,"['example', 'safe', 'sustainable', 'product', 'offer', 'alternative', 'fossil', 'material', 'shown', 'right']"
> Invest 90% of CAPEX in low carbon activities according to the European taxonomy of sustainable activities5.,1,"['invest', '90', 'capex', 'low', 'carbon', 'activity', 'according', 'european', 'taxonomy', 'sustainable', 'activities5']"
We're adding what we said CNX Gas was going to do and then what Dominion was going to do on a prorated basis.,0,"['adding', 'said', 'cnx', 'gas', 'going', 'dominion', 'going', 'prorated', 'basis']"
"Well, we're in the market right now with America XII, so I'd expect that we're raising capital over the course of the next 12 months plus.",0,"['well', 'market', 'right', 'america', 'xii', 'expect', 'raising', 'capital', 'course', 'next', '12', 'month', 'plus']"
"The exploration success is in line with Eni’s exploration strategy of focusing on near- field incremental activities, leveraging on the synergies with existing facilities, reducing the time-to-market and providing for additional gas to the local market and export.",0,"['exploration', 'success', 'line', 'eni', 'exploration', 'strategy', 'focusing', 'near-', 'field', 'incremental', 'activity', 'leveraging', 'synergy', 'existing', 'facility', 'reducing', 'time-to-market', 'providing', 'additional', 'gas', 'local', 'market', 'export']"
"For coal combustion byproduct, which includes coal ash, we expect regulations to be final by the first quarter of next year.",0,"['coal', 'combustion', 'byproduct', 'includes', 'coal', 'ash', 'expect', 'regulation', 'final', 'first', 'quarter', 'next', 'year']"
The aim of the acquisition is to expand the range of polycarbonate materials for major industries to include composites made from continuous fiber-reinforced thermoplastics.,0,"['aim', 'acquisition', 'expand', 'range', 'polycarbonate', 'material', 'major', 'industry', 'include', 'composite', 'made', 'continuous', 'fiber-reinforced', 'thermoplastic']"
"They can handle highly-seasonal electricity use, guarantee a secure supply and mitigate intermittent renewable energy input into electrical systems that cannot be switched to imports in case of peak demand or production issues.",0,"['handle', 'highly-seasonal', 'electricity', 'use', 'guarantee', 'secure', 'supply', 'mitigate', 'intermittent', 'renewable', 'energy', 'input', 'electrical', 'system', 'switched', 'import', 'case', 'peak', 'demand', 'production', 'issue']"
"This, in turn, has meant that the wind power industry has become more and more competitive when compared to other energy sources and today, wind finds itself able to compete with the likes of coal and gas.",0,"['turn', 'meant', 'wind', 'power', 'industry', 'become', 'competitive', 'compared', 'energy', 'source', 'today', 'wind', 'find', 'able', 'compete', 'like', 'coal', 'gas']"
"No, Paul, they've continued to expand their position there and continue to acquire acreage in the second quarter.",0,"['paul', 'continued', 'expand', 'position', 'continue', 'acquire', 'acreage', 'second', 'quarter']"
"In addition, GHG emissions from material and fuel procurement totaled 6.15 million tons, of which the procurement of energy sources accounted for nearly 90%.",0,"['addition', 'ghg', 'emission', 'material', 'fuel', 'procurement', 'totaled', '6.15', 'million', 'ton', 'procurement', 'energy', 'source', 'accounted', 'nearly', '90']"
"In addition, the Company positions initiatives for Based Targets initiative, an international initiative to keep global temperature increase below 2 degrees Celsius compared to pre-industrial revolution in order to transition to the low-carbon economy, and then obtained approval.",1,"['addition', 'company', 'position', 'initiative', 'based', 'target', 'initiative', 'international', 'initiative', 'keep', 'global', 'temperature', 'increase', '2', 'degree', 'celsius', 'compared', 'pre-industrial', 'revolution', 'order', 'transition', 'low-carbon', 'economy', 'obtained', 'approval']"
TOTO Group conducts corporate activities with the aim of continuing to contribute to society and to the earth’s environment.,1,"['toto', 'group', 'conduct', 'corporate', 'activity', 'aim', 'continuing', 'contribute', 'society', 'earth', 'environment']"
"The site is also eligible for renewable incentives, which, when combined with the power savings and income from the exported power, are worth over £2 million.",0,"['site', 'also', 'eligible', 'renewable', 'incentive', 'combined', 'power', 'saving', 'income', 'exported', 'power', 'worth', '£2', 'million']"
Further information on Shell’s contribution to COVID-19 relief efforts will be published in the Shell Sustainability Report in April 2021.,0,"['information', 'shell', 'contribution', 'covid-19', 'relief', 'effort', 'published', 'shell', 'sustainability', 'report', 'april', '2021']"
Appendix 73 Why Climate change and the transition to a low-carbon society can have a significant impact on our business.,0,"['appendix', '73', 'climate', 'change', 'transition', 'low-carbon', 'society', 'significant', 'impact', 'business']"
"Renamed the CSR Report in 2010, the annual publication serves as a vital medium designed to communicate Minebea’s CSR and environmental policies as well as related activities.",0,"['renamed', 'csr', 'report', '2010', 'annual', 'publication', 'serf', 'vital', 'medium', 'designed', 'communicate', 'minebea', 'csr', 'environmental', 'policy', 'well', 'related', 'activity']"
"We have already begun shipping under these contracts, and anticipate ramping up to 100,000 barrels per day through 2019.",0,"['already', 'begun', 'shipping', 'contract', 'anticipate', 'ramping', '100,000', 'barrel', 'per', 'day', '2019']"
"Many of Uniper’s power plants also produce heat for district-heating systems as well as process steam, compressed air, and other services for nearby industrial enterprises.",0,"['many', 'uniper', 'power', 'plant', 'also', 'produce', 'heat', 'district-heating', 'system', 'well', 'process', 'steam', 'compressed', 'air', 'service', 'nearby', 'industrial', 'enterprise']"
India will lead China in terms of market growth because the demand for coal in India’s power production sector will rise exponentially while local coal production cannot meet the demand.,0,"['india', 'lead', 'china', 'term', 'market', 'growth', 'demand', 'coal', 'india', 'power', 'production', 'sector', 'rise', 'exponentially', 'local', 'coal', 'production', 'meet', 'demand']"
"In January 2012, we concluded an LNG sales and purchase agreement with the Ichthys LNG Project, in which we also acquired our first upstream equity interest.",0,"['january', '2012', 'concluded', 'lng', 'sale', 'purchase', 'agreement', 'ichthys', 'lng', 'project', 'also', 'acquired', 'first', 'upstream', 'equity', 'interest']"
Toyota Industries works with consolidated subsidiaries in and outside Japan to promote environmental activities on a global scale.,1,"['toyota', 'industry', 'work', 'consolidated', 'subsidiary', 'outside', 'japan', 'promote', 'environmental', 'activity', 'global', 'scale']"
